Entry : 721 | Name : Rabbit | Subname :  | Type: 8 | Static Flags : 6 | Beast Family : 0
Entry : 2201 | Name : Greymist Raider | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 2202 | Name : Greymist Coastrunner | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 3895 | Name : Captain Eo | Subname : Boat Operator | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3644 | Name : Cerellean Whiteclaw | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3843 | Name : Anaya | Subname :  | Type: 7 | Static Flags : 620 | Beast Family : 0
Entry : 4455 | Name : Red Jack Flint | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3178 | Name : Stuart Fleming | Subname : Fisherman | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2099 | Name : Maiden's Virtue Crewman | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1571 | Name : Shellei Brondir | Subname : Gryphon Master | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3896 | Name : Captain Placeholder | Subname : Boat Operator | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3179 | Name : Harold Riggs | Subname : Fishing Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1242 | Name : Karl Boran | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1434 | Name : Menethil Sentry | Subname :  | Type: 7 | Static Flags : 130 | Beast Family : 0
Entry : 1481 | Name : Bart Tidewater | Subname : Captain of the Maiden's Virtue | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1483 | Name : Murphy West | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1451 | Name : Camerick Jongleur | Subname : Wandering Minstrel | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2094 | Name : James Halloran | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2104 | Name : Captain Stoutfist | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1458 | Name : Telurinon Moonshadow | Subname : Herbalism Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1454 | Name : Jennabink Powerseam | Subname : Specialty Tailor & Supplies | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1463 | Name : Falkan Armonis | Subname : Reagent Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1453 | Name : Dewin Shimmerdawn | Subname : Alchemy Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1446 | Name : Regina Halloran | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1482 | Name : Andrea Halloran | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1445 | Name : Jesse Halloran | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 2086 | Name : Valstag Ironjaw | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2052 | Name : Nag | Subname :  | Type: 1 | Static Flags : 6 | Beast Family : 0
Entry : 1479 | Name : Timothy Clark | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1460 | Name : Unger Statforth | Subname : Horse Breeder | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1437 | Name : Thomas Booker | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1448 | Name : Neal Allen | Subname : Engineering & General Goods Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2097 | Name : Harlo Barnaby | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2096 | Name : Tarrel Rockweaver | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2111 | Name : Sida | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1462 | Name : Edwina Monzor | Subname : Fletcher | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1459 | Name : Naela Trance | Subname : Bowyer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1447 | Name : Gimlok Rumdnul | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1484 | Name : Derina Rumdnul | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1480 | Name : Caitlin Grassman | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1452 | Name : Gruham Rumdnul | Subname : General Supplies | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1239 | Name : First Mate Fitzsimmons | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1450 | Name : Brahnmar | Subname : Armorer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1441 | Name : Brak Durnad | Subname : Specialty Weaponsmith | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3182 | Name : Junder Brokk | Subname : Lockpicking Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1461 | Name : Murndan Derth | Subname : Gunsmith | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2098 | Name : Ram | Subname :  | Type: 8 | Static Flags : 6 | Beast Family : 0
Entry : 2911 | Name : Archaeologist Flagongut | Subname : Explorers' League | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5082 | Name : Vincent Hyal | Subname :  | Type: 7 | Static Flags : 108 | Beast Family : 0
Entry : 4963 | Name : Mikhail | Subname : Bartender | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1217 | Name : Glorin Steelbrow | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1457 | Name : Samor Festivus | Subname : Shady Dealer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1464 | Name : Innkeeper Helbrek | Subname : Innkeeper | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1476 | Name : Hargin Mundar | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1456 | Name : Kersok Prond | Subname : Tradesman | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4962 | Name : Tapoke "Slim" Jahn | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 3181 | Name : Fremal Doohickey | Subname : First Aid Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1418 | Name : Bluegill Raider | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1933 | Name : Sheep | Subname :  | Type: 8 | Static Flags : 6 | Beast Family : 0
Entry : 475 | Name : Kobold Tunneler | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 113 | Name : Stonetusk Boar | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 5
Entry : 40 | Name : Kobold Miner | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 30 | Name : Forest Spider | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 3
Entry : 476 | Name : Kobold Geomancer | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 524 | Name : Rockhide Boar | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 5
Entry : 327 | Name : Goldtooth | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 416 | Name : Imp | Subname :  | Type: 3 | Static Flags : 1048582 | Beast Family : 23
Entry : 2442 | Name : Cow | Subname :  | Type: 8 | Static Flags : 6 | Beast Family : 0
Entry : 241 | Name : Remy "Two Times" | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 66 | Name : Tharynn Bouden | Subname : Trade Supplies | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1423 | Name : Stormwind Guard | Subname :  | Type: 7 | Static Flags : 2 | Beast Family : 0
Entry : 6749 | Name : Innkeeper Erma | Subname : Innkeeper | Type: 7 | Static Flags : 100 | Beast Family : 0
Entry : 6778 | Name : Melika Isenstrider | Subname : Assistant Innkeeper | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2942 | Name : Dylan Bissel | Subname : Wolf Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 328 | Name : Zaldimar Wefhellt | Subname : Mage Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 927 | Name : Brother Wilhelm | Subname : Paladin Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5403 | Name : White Stallion | Subname :  | Type: 1 | Static Flags : 1 | Beast Family : 0
Entry : 5406 | Name : Palomino | Subname :  | Type: 1 | Static Flags : 1 | Beast Family : 0
Entry : 620 | Name : Chicken | Subname :  | Type: 8 | Static Flags : 6 | Beast Family : 0
Entry : 3937 | Name : Kira Songshine | Subname : Traveling Baker | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 913 | Name : Lyria Du Lac | Subname : Warrior Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 514 | Name : Smith Argus | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 240 | Name : Marshal Dughan | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2046 | Name : Andrew Krighton | Subname : Armorer & Shieldcrafter | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 74 | Name : Kurran Steele | Subname : Clothier & Leathercrafter | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 54 | Name : Corina Steele | Subname : Weaponsmith | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6121 | Name : Remen Marcot | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6374 | Name : Cylina Darkheart | Subname : Imp Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 906 | Name : Maximillian Crowe | Subname : Warlock Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1430 | Name : Tomas | Subname : Cook | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 377 | Name : Priestess Josetta | Subname : Priest Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 295 | Name : Farley | Subname :  | Type: 7 | Static Flags : 100 | Beast Family : 0
Entry : 917 | Name : Keryn Sylvius | Subname : Rogue Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2329 | Name : Michelle Belle | Subname : Physician | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 253 | Name : William Pestle | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3935 | Name : Toddrick | Subname : Butcher | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 465 | Name : Barkeep Dobbins | Subname : Bartender | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 151 | Name : Brog Hamfist | Subname : General Supplies | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 299 | Name : Young Wolf | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 1
Entry : 795 | Name : Mark | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 797 | Name : Bo | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 796 | Name : Joshua | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 525 | Name : Mangy Wolf | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 1
Entry : 6306 | Name : Helene Peltskinner | Subname : Skinner | Type: 7 | Static Flags : 102 | Beast Family : 0
