Entry : 721 | Name : Rabbit | Subname :  | Type: 8 | Static Flags : 6 | Beast Family : 0
Entry : 2201 | Name : Greymist Raider | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 2202 | Name : Greymist Coastrunner | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 3895 | Name : Captain Eo | Subname : Boat Operator | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3644 | Name : Cerellean Whiteclaw | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3843 | Name : Anaya | Subname :  | Type: 7 | Static Flags : 620 | Beast Family : 0
Entry : 4455 | Name : Red Jack Flint | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3178 | Name : Stuart Fleming | Subname : Fisherman | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2099 | Name : Maiden's Virtue Crewman | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1571 | Name : Shellei Brondir | Subname : Gryphon Master | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3896 | Name : Captain Placeholder | Subname : Boat Operator | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3179 | Name : Harold Riggs | Subname : Fishing Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1242 | Name : Karl Boran | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1434 | Name : Menethil Sentry | Subname :  | Type: 7 | Static Flags : 130 | Beast Family : 0
Entry : 1481 | Name : Bart Tidewater | Subname : Captain of the Maiden's Virtue | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1483 | Name : Murphy West | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1451 | Name : Camerick Jongleur | Subname : Wandering Minstrel | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2094 | Name : James Halloran | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2104 | Name : Captain Stoutfist | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1458 | Name : Telurinon Moonshadow | Subname : Herbalism Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1454 | Name : Jennabink Powerseam | Subname : Specialty Tailor & Supplies | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1463 | Name : Falkan Armonis | Subname : Reagent Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1453 | Name : Dewin Shimmerdawn | Subname : Alchemy Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1446 | Name : Regina Halloran | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1482 | Name : Andrea Halloran | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1445 | Name : Jesse Halloran | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 2086 | Name : Valstag Ironjaw | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2052 | Name : Nag | Subname :  | Type: 1 | Static Flags : 6 | Beast Family : 0
Entry : 1479 | Name : Timothy Clark | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1460 | Name : Unger Statforth | Subname : Horse Breeder | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1437 | Name : Thomas Booker | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1448 | Name : Neal Allen | Subname : Engineering & General Goods Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2097 | Name : Harlo Barnaby | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2096 | Name : Tarrel Rockweaver | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2111 | Name : Sida | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1462 | Name : Edwina Monzor | Subname : Fletcher | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1459 | Name : Naela Trance | Subname : Bowyer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1447 | Name : Gimlok Rumdnul | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1484 | Name : Derina Rumdnul | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1480 | Name : Caitlin Grassman | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1452 | Name : Gruham Rumdnul | Subname : General Supplies | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1239 | Name : First Mate Fitzsimmons | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1450 | Name : Brahnmar | Subname : Armorer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1441 | Name : Brak Durnad | Subname : Specialty Weaponsmith | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3182 | Name : Junder Brokk | Subname : Lockpicking Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1461 | Name : Murndan Derth | Subname : Gunsmith | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2098 | Name : Ram | Subname :  | Type: 8 | Static Flags : 6 | Beast Family : 0
Entry : 2911 | Name : Archaeologist Flagongut | Subname : Explorers' League | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5082 | Name : Vincent Hyal | Subname :  | Type: 7 | Static Flags : 108 | Beast Family : 0
Entry : 4963 | Name : Mikhail | Subname : Bartender | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1217 | Name : Glorin Steelbrow | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1457 | Name : Samor Festivus | Subname : Shady Dealer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1464 | Name : Innkeeper Helbrek | Subname : Innkeeper | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1476 | Name : Hargin Mundar | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1456 | Name : Kersok Prond | Subname : Tradesman | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4962 | Name : Tapoke "Slim" Jahn | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 3181 | Name : Fremal Doohickey | Subname : First Aid Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1418 | Name : Bluegill Raider | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1933 | Name : Sheep | Subname :  | Type: 8 | Static Flags : 6 | Beast Family : 0
Entry : 475 | Name : Kobold Tunneler | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 113 | Name : Stonetusk Boar | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 5
Entry : 40 | Name : Kobold Miner | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 30 | Name : Forest Spider | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 3
Entry : 476 | Name : Kobold Geomancer | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 524 | Name : Rockhide Boar | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 5
Entry : 327 | Name : Goldtooth | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 416 | Name : Imp | Subname :  | Type: 3 | Static Flags : 1048582 | Beast Family : 23
Entry : 2442 | Name : Cow | Subname :  | Type: 8 | Static Flags : 6 | Beast Family : 0
Entry : 241 | Name : Remy "Two Times" | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 66 | Name : Tharynn Bouden | Subname : Trade Supplies | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1423 | Name : Stormwind Guard | Subname :  | Type: 7 | Static Flags : 2 | Beast Family : 0
Entry : 6749 | Name : Innkeeper Erma | Subname : Innkeeper | Type: 7 | Static Flags : 100 | Beast Family : 0
Entry : 6778 | Name : Melika Isenstrider | Subname : Assistant Innkeeper | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2942 | Name : Dylan Bissel | Subname : Wolf Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 328 | Name : Zaldimar Wefhellt | Subname : Mage Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 927 | Name : Brother Wilhelm | Subname : Paladin Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5403 | Name : White Stallion | Subname :  | Type: 1 | Static Flags : 1 | Beast Family : 0
Entry : 5406 | Name : Palomino | Subname :  | Type: 1 | Static Flags : 1 | Beast Family : 0
Entry : 620 | Name : Chicken | Subname :  | Type: 8 | Static Flags : 6 | Beast Family : 0
Entry : 3937 | Name : Kira Songshine | Subname : Traveling Baker | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 913 | Name : Lyria Du Lac | Subname : Warrior Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 514 | Name : Smith Argus | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 240 | Name : Marshal Dughan | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2046 | Name : Andrew Krighton | Subname : Armorer & Shieldcrafter | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 74 | Name : Kurran Steele | Subname : Clothier & Leathercrafter | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 54 | Name : Corina Steele | Subname : Weaponsmith | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6121 | Name : Remen Marcot | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6374 | Name : Cylina Darkheart | Subname : Imp Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 906 | Name : Maximillian Crowe | Subname : Warlock Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1430 | Name : Tomas | Subname : Cook | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 377 | Name : Priestess Josetta | Subname : Priest Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 295 | Name : Farley | Subname :  | Type: 7 | Static Flags : 100 | Beast Family : 0
Entry : 917 | Name : Keryn Sylvius | Subname : Rogue Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2329 | Name : Michelle Belle | Subname : Physician | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 253 | Name : William Pestle | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3935 | Name : Toddrick | Subname : Butcher | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 465 | Name : Barkeep Dobbins | Subname : Bartender | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 151 | Name : Brog Hamfist | Subname : General Supplies | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 299 | Name : Young Wolf | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 1
Entry : 795 | Name : Mark | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 797 | Name : Bo | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 796 | Name : Joshua | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 525 | Name : Mangy Wolf | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 1
Entry : 6306 | Name : Helene Peltskinner | Subname : Skinner | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 794 | Name : Matt | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 116 | Name : Defias Bandit | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 735 | Name : Murloc Streamrunner | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 285 | Name : Murloc | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 822 | Name : Young Forest Bear | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 4
Entry : 890 | Name : Fawn | Subname :  | Type: 8 | Static Flags : 22 | Beast Family : 0
Entry : 1922 | Name : Grey Forest Wolf | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 1
Entry : 46 | Name : Murloc Forager | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1949 | Name : Servant of Azora | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 261 | Name : Guard Thomas | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 118 | Name : Prowler | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 1
Entry : 1103 | Name : Eldrin | Subname : Tailor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 278 | Name : Sara Timberlain | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1649 | Name : Jordan Croft | Subname : Survivalist | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1975 | Name : Eastvale Lumberjack | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 798 | Name : Solomon | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 799 | Name : Kevin | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 800 | Name : Kyle | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 801 | Name : Eric | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 802 | Name : Jay | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1198 | Name : Rallic Finn | Subname : Bowyer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1250 | Name : Drake Lindgren | Subname : General & Trade Supplies | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2941 | Name : Lanie Reed | Subname : Spider Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 384 | Name : Katie Hunter | Subname : Horse Breeder | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 294 | Name : Marshal Haggard | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5404 | Name : Black Stallion | Subname :  | Type: 1 | Static Flags : 1 | Beast Family : 0
Entry : 385 | Name : Horse | Subname :  | Type: 8 | Static Flags : 7 | Beast Family : 10
Entry : 5405 | Name : Pinto | Subname :  | Type: 1 | Static Flags : 1 | Beast Family : 0
Entry : 1650 | Name : Terry Palin | Subname : Lumberjack | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4732 | Name : Randal Hunter | Subname : Horse Riding Instructor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6093 | Name : Dead-tooth Jack | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 844 | Name : Antonio Perelli | Subname : Traveling Salesman | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 330 | Name : Princess | Subname :  | Type: 1 | Static Flags : 0 | Beast Family : 5
Entry : 390 | Name : Porcine Entourage | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 5
Entry : 473 | Name : Morgan the Collector | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 880 | Name : Erlan Drudgemoor | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 881 | Name : Surena Caledon | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 732 | Name : Murloc Lurker | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 474 | Name : Defias Rogue Wizard | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1860 | Name : Voidwalker | Subname :  | Type: 3 | Static Flags : 6 | Beast Family : 16
Entry : 1632 | Name : Adele Fielder | Subname : Leatherworker | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 804 | Name : Dana | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 806 | Name : John | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 805 | Name : Cameron | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 811 | Name : Jose | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 807 | Name : Lisa | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 810 | Name : Aaron | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1651 | Name : Lee Brown | Subname : Fisherman | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 383 | Name : Jason Mathers | Subname : Fishmonger | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 94 | Name : Defias Cutpurse | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 6368 | Name : Cat | Subname :  | Type: 1 | Static Flags : 6 | Beast Family : 2
Entry : 6774 | Name : Falkhaan Isenstrider | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1642 | Name : Northshire Guard | Subname :  | Type: 7 | Static Flags : 2 | Beast Family : 0
Entry : 6367 | Name : Donni Anthania | Subname : Crazy Cat Lady | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 69 | Name : Timber Wolf | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 1
Entry : 823 | Name : Deputy Willem | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 152 | Name : Brother Danil | Subname : General Supplies | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 78 | Name : Janos Hammerknuckle | Subname : Weaponsmith | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 197 | Name : Marshal McBride | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6067 | Name : Meritt Herrion | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 459 | Name : Drusilla La Salle | Subname : Warlock Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6373 | Name : Dane Winslow | Subname : Imp Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 952 | Name : Brother Neals | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 190 | Name : Dermot Johns | Subname : Cloth and Leather | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1213 | Name : Godric Rothgar | Subname : Armorer & Shieldcrafter | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 196 | Name : Eagan Peltskinner | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 911 | Name : Llane Beshere | Subname : Warrior Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 925 | Name : Brother Sammuel | Subname : Paladin Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 951 | Name : Brother Paxton | Subname : Librarian | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 375 | Name : Priestess Anetta | Subname : Priest Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 198 | Name : Khelden Bremen | Subname : Mage Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 915 | Name : Jorik Kerridan | Subname : Rogue Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 257 | Name : Kobold Worker | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 6 | Name : Kobold Vermin | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 68 | Name : Stormwind City Guard | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 4959 | Name : Jorgen | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 466 | Name : General Marcus Jonathan | Subname : High Commander of Stormwind Defense | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1976 | Name : Stormwind City Patroller | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 2456 | Name : Newton Burnside | Subname : Banker | Type: 7 | Static Flags : 16777326 | Beast Family : 0
Entry : 2455 | Name : Olivia Burnside | Subname : Banker | Type: 7 | Static Flags : 16777326 | Beast Family : 0
Entry : 2457 | Name : John Burnside | Subname : Banker | Type: 7 | Static Flags : 16777326 | Beast Family : 0
Entry : 482 | Name : Elling Trias | Subname : Master of Cheese | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5193 | Name : Rebecca Laughlin | Subname : Tabard Vendor | Type: 7 | Static Flags : 65638 | Beast Family : 0
Entry : 4974 | Name : Aldwin Laughlin | Subname : Guild Master | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4075 | Name : Rat | Subname :  | Type: 8 | Static Flags : 6 | Beast Family : 0
Entry : 1302 | Name : Bernard Gump | Subname : Florist | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1275 | Name : Kyra Boucher | Subname : Reagent Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 483 | Name : Elaine Trias | Subname : Mistress of Cheese | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1432 | Name : Renato Gallina | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 279 | Name : Morgan Pestle | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2334 | Name : Event Generator 001 | Subname :  | Type: 0 | Static Flags : 102 | Beast Family : 0
Entry : 1257 | Name : Keldric Boucher | Subname : Arcane Goods Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4981 | Name : Ben Trias | Subname : Apprentice of Cheese | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1285 | Name : Thurman Mullby | Subname : General Goods Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1433 | Name : Corbett Schneider | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1303 | Name : Felicia Gump | Subname : Herbalism Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6174 | Name : Stephanie Turner | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1286 | Name : Edna Mullby | Subname : Trade Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1863 | Name : Succubus | Subname :  | Type: 3 | Static Flags : 0 | Beast Family : 17
Entry : 3518 | Name : Thomas Miller | Subname : Baker | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1289 | Name : Gunther Weller | Subname : Weapons Merchant | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1287 | Name : Marda Weller | Subname : Weapons Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6740 | Name : Innkeeper Allison | Subname : Innkeeper | Type: 7 | Static Flags : 100 | Beast Family : 0
Entry : 1431 | Name : Suzetta Gallina | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1301 | Name : Julia Gallina | Subname : Wine Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 277 | Name : Roberto Pupellyverbos | Subname : Merlot Connoisseur | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1427 | Name : Harlan Bagley | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1291 | Name : Carla Granger | Subname : Cloth Armor Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1295 | Name : Lara Moore | Subname : Leather Armor Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1294 | Name : Aldric Moore | Subname : Mail Armor Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1402 | Name : Topper McNabb | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 2533 | Name : William | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 2532 | Name : Donna | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1298 | Name : Frederick Stover | Subname : Bow & Arrow Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1297 | Name : Lina Stover | Subname : Arrow Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1299 | Name : Lisbeth Schneider | Subname : Clothier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1428 | Name : Rema Schneider | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5494 | Name : Catherine Leland | Subname : Fishing Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5493 | Name : Arnold Leland | Subname : Fishing Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1366 | Name : Adam | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1367 | Name : Billy | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1317 | Name : Lucan Cordell | Subname : Enchanting Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1315 | Name : Allan Hafgan | Subname : Staves Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1312 | Name : Ardwyn Cailen | Subname : Wand Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1318 | Name : Jessara Cordell | Subname : Enchanting Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1314 | Name : Duncan Cullen | Subname : Light Armor Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1347 | Name : Alexandra Bolero | Subname : Tailoring Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1346 | Name : Georgio Bolero | Subname : Tailoring Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3627 | Name : Erich Lohan | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5386 | Name : Acolyte Dellis | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 338 | Name : Mazen Mac'Nadir | Subname : Academy of Arcane Arts and Sciences | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1316 | Name : Adair Gilroy | Subname : Librarian | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1719 | Name : Warden Thelwater | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5042 | Name : Nurse Lillian | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4996 | Name : Injured Stockade Guard | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 6237 | Name : Stockade Archer | Subname :  | Type: 7 | Static Flags : 256 | Beast Family : 0
Entry : 4995 | Name : Stockade Guard | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 297 | Name : Caretaker Folsom | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1304 | Name : Darian Singh | Subname : Fireworks Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1308 | Name : Owen Vaughn | Subname : Reagent Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2331 | Name : Paige Chaddis | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2330 | Name : Karlee Chaddis | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 3504 | Name : Gil | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1419 | Name : Fizzles | Subname :  | Type: 1 | Static Flags : 102 | Beast Family : 0
Entry : 1307 | Name : Charys Yserian | Subname : Arcane Trinkets Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1305 | Name : Jarel Moor | Subname : Bartender | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1733 | Name : Zggi | Subname : Zardeth's Minion | Type: 3 | Static Flags : 102 | Beast Family : 0
Entry : 5520 | Name : Spackle Thornberry | Subname : Demon Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1435 | Name : Zardeth of the Black Claw | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5495 | Name : Ursula Deline | Subname : Warlock Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 417 | Name : Felhunter | Subname :  | Type: 3 | Static Flags : 0 | Beast Family : 15
